level1	level2
Q7W980	2.3.1.178
P12495	3.4.23.16
Q90VT5	3.4.23.16
Q7Z4W1	1.1.1.10
Q45U61	4.6.1.19
Q8VDG3	3.1.13.4
Q8ZNF9	4.2.1.90
P53602	4.1.1.33
Q9X0X1	6.3.5.3
Q9X0X2	6.3.5.3
Q9X0X3	6.3.5.3
Q3JKE9	1.1.1.37
P27051	3.2.1.73
P51853	4.1.2.38
Q72KM1	4.2.1.75
Q9UPN6	2.7.7.6
Q9NR28	2.3.2.27
Q5YYQ3	2.3.1.5
P11540	3.1.27.3
Q63XL8	2.7.6.1
O95747	2.7.11.1
Q6GH13	4.3.3.7
Q4KMI8	2.7.11.21
Q40778	4.2.1.92
B3GQD0	3.2.1.1
P31161	1.15.1.1
Q0PQZ5	3.5.2.2
P9WHM5	2.1.2.2
Q81LA9	2.7.7.56
Q5EBH1	3.6.5.2
P9WNX3	1.1.1.95
P48147	3.4.21.26
P06737	2.4.1.1
P11373	3.1.1.74
Q8DTV2	2.4.2.10
P27321	3.4.22.53
P0AF14	3.2.2.9
P00381	1.5.1.3
Q9WXM1	5.1.1.20
P61818	1.3.1.76
Q9L816	3.2.1.39
Q9JLT4	1.8.1.9
Q53752	3.1.27.3
P32684	5.4.99.21
P91938	1.8.1.9
P04745	3.2.1.1
F9USZ1	3.2.1.1
P9WGV3	3.3.1.1
Q5HG25	4.3.3.7
D0VWU3	1.10.3.2
P97477	2.7.11.1
Q5ZX22	2.7.1.33
Q9ULT8	2.3.2.26
P52235	1.8.4.2
Q6VVX0	1.14.14.24
Q96KN2	3.4.13.20
Q8GN86	6.2.1.33
Q96RG2	2.7.11.1
P55809	2.8.3.5
Q13185	2.1.1.354
Q3JJN0	3.5.4.5
Q63VS8	2.4.2.9
Q3JV82	1.1.1.42
O67625	1.17.7.4
Q9X287	6.3.4.3
O28077	2.7.7.3
Q9WXP0	3.1.1.1
Q9LSV0	1.1.1.79
Q5HNV1	1.1.1.25
Q9KPI8	3.2.2.9
B0RN69	3.1.1.17
P59310	1.2.1.38
Q9A9H3	2.6.1.102
Q97WP9	1.11.1.15
O59355	2.7.1.146
Q96242	4.2.1.92
O93523	3.4.24.49
Q29460	3.1.1.47
P53555	2.6.1.105
P44490	2.7.7.38
Q24117	2.7.11.1
A8DS27	3.5.2.6
P63151	3.1.3.16
P42892	3.4.24.71
Q6ZXC0	3.4.17.19
P9WP33	2.5.1.113
P84155	1.3.3.3
Q869A5	1.11.1.9
Q9S7J8	7.2.2.9
Q7M181	5.1.1.15
P0A8I5	2.1.1.33
P17735	2.6.1.5
Q6N4Z3	4.3.3.7
Q5M554	1.3.1.12
Q9KTI5	5.1.3.14
Q39YF0	2.1.1.132
Q8PDA8	1.13.11.11
Q87M87	2.3.1.1
P54155	1.8.4.12
Q8T8E2	1.11.1.9
O66496	2.5.1.55
A5K3M1	3.1.1.31
Q7S6N4	2.3.1.74
A0A0F7R6I5	2.7.7.18
Q93P54	3.1.3.1
A2NTY6	1.2.4.2
P01738	1.2.4.2
Q0H0G9	2.7.1.21
P70080	1.14.16.4
Q4QE15	2.7.1.37
P9WIJ3	3.5.1.88
P22027	7.1.2.2
A0A0E1SBH3	2.1.1.207
A0A0H3LW83	2.3.1.179
Q837J0	5.1.1.1
P77671	3.5.2.5
Q1R3B6	5.6.1.7
Q9Y617	2.6.1.52
Q9KV30	2.7.7.6
D0VWU6	1.3.3.3
Q7M1P4	3.4.21.4
Q5WDL1	4.3.3.7
A0A0H2WBM4	1.14.12.10
A5F692	2.5.1.55
Q7ZVE3	3.1.3.46
Q9RHV9	6.1.1.6
Q16719	3.7.1.3
Q8NMW9	1.1.1.36
P08954	4.6.1.13
Q7LBR1	5.6.1.1
P41240	2.7.10.2
Q6N9H8	4.3.3.7
Q9Y263	3.6.4.6
P17743	3.1.21.4
P38659	5.3.4.1
Q3JGP5	2.1.2.1
O60658	3.1.4.53
Q8DR60	3.2.1.97
Q9V3I1	3.6.1.23
Q12404	5.3.4.1
Q8KKG0	3.2.1.54
O14773	3.4.14.9
Q9HKY9	3.5.1.59
Q5UZS4	2.7.13.3
Q8FV25	2.3.1.117
Q9HAT8	2.3.2.27
O35274	3.1.3.16
O34661	1.1.1.169
Q93ZN9	2.6.1.83
B6ETQ5	3.4.21.110
P15926	3.4.21.110
Q61823	3.6.4.13
P53554	1.14.14.46
P07141	2.7.10.1
D0VX00	1.3.3.3
Q24451	3.2.1.114
Q2YRI3	1.2.1.16
P59009	2.7.4.22
Q9A0M7	4.2.2.1
C1DMY1	4.2.1.90
Q9LFG2	5.1.1.7
D0VX01	2.1.1.57
Q9ZCW5	3.6.1.1
A5K9M4	2.4.2.1
O69231	3.2.1.8
P73832	3.4.15.6
Q57646	3.4.24.57
Q3JPI3	5.1.3.2
Q9HLA5	3.4.24.57
Q7MHL9	5.3.1.6
Q5SIV0	3.4.24.56
Q8I1V2	5.4.2.1
P07884	2.5.1.75
Q9GPQ4	3.2.2.1
Q2Z1W1	3.2.1.58
A5W4F1	1.14.12.3
A5W4F2	1.14.12.3
Q96C10	3.6.4.13
P01017	3.4.23.22
O28185	3.1.1.29
Q2KN30	1.15.1.1
Q02890	3.5.1.52
Q4QMM5	3.1.3.2
P09029	6.3.4.18
P54763	2.7.10.1
Q8FDI4	2.8.2.22
Q46WL3	2.6.1.9
Q8NL86	1.1.1.18
O93724	1.15.1.1
F9URQ7	1.1.1.95
Q71Y35	2.3.3.13
A5KE01	3.5.4.4
Q99KK2	2.7.7.43
Q609M8	2.7.13.3
P61326	3.6.4.13
Q9KAC3	2.5.1.75
Q93DA8	4.1.1.85
P07003	1.2.5.1
Q8XAB8	2.7.1.69
P53615	4.2.1.1
Q3JP15	2.1.2.11
P08839	2.7.3.9
P0AFA2	2.7.13.3
Q3JQ66	2.3.1.39
Q99JF5	4.1.1.33
Q720Y7	2.7.7.60
Q5L0J3	2.7.7.7
Q96BD6	3.6.4.13
P63819	2.7.7.3
Q6TEI5	1.3.1.9
Q8ZCP4	2.6.99.2
Q3HWZ5	3.4.22.65
Q5FIG7	2.6.1.1
Q9I574	3.2.1.17
Q6DMN0	3.4.22.15
B6CHW7	1.15.1.1
Q8X236	1.8.1.9
P50941	1.1.1.100
Q38AW2	5.4.2.8
Q99728	2.3.2.27
Q2L887	4.1.3.32
A1E8J1	3.4.21.114
Q6B341	2.7.4.3
P62617	4.6.1.12
Q5V4P0	2.7.13.3
Q8X1D8	1.7.3.1
P10768	3.1.2.12
P49903	2.7.9.3
Q845W8	4.1.1.12
Q8VDF2	2.3.2.27
P57766	2.7.7.7
Q97Z84	2.7.7.7
P27448	2.7.11.1
P23280	4.2.1.1
Q0VCA8	1.13.11.6
P39130	3.2.1.67
Q5HHC2	5.3.1.9
Q9Y3Q0	3.4.17.21
Q92A83	2.6.1.9
Q00496	3.4.24.69
Q6N3B2	1.18.1.3
Q76MZ3	3.1.3.16
P07739	1.14.14.3
P07740	1.14.14.3
Q97ZK2	4.2.99.18
Q9ZB22	3.2.1.96
Q8Y842	3.2.1.96
A7GBG3	3.4.24.69
P63027	3.4.24.69
Q4K9X1	5.5.1.1
P16603	1.6.2.4
O66837	6.3.4.15
P19399	3.4.17.1
P0A6D3	2.5.1.19
Q5GV10	2.3.1.41
Q5L7K1	1.8.4.7
Q1JUQ0	4.2.1.43
P32288	6.3.1.2
P14565	3.6.4.12
P38121	2.7.7.7
Q9JZR4	4.3.3.7
P35658	3.6.4.13
Q8SR45	3.4.11.18
O08375	1.17.1.9
Q5LJ68	3.2.1.23
O25743	2.3.2.2
Q9PNC0	6.1.1.19
A8B8N3	6.1.1.2
P16384	2.5.1.75
P35630	1.1.1.80
Q8ZBP7	4.6.1.12
Q8ZKP5	1.18.1.2
Q2YR76	3.6.1.1
Q65XK0	1.1.1.86
Q763K9	2.1.1.179
Q8YHF1	2.5.1.55
P9WP21	2.3.1.117
P14941	1.1.1.80
P25984	1.1.1.80
Q3JQ67	1.1.1.100
Q5SM60	2.1.1.182
P9WP19	5.1.1.7
A4VVI4	4.2.1.8
Q5FA19	7.2.2.7
P00350	1.1.1.44
Q7WY62	2.7.1.73
Q57X73	3.2.2.1
P69910	4.1.1.15
P0CE12	6.3.2.19
Q8ZN71	4.3.3.7
O74856	3.1.13.4
A0A0H3K174	1.1.1.169
Q4Q124	3.3.1.1
Q9ZJ12	6.1.1.6
Q13873	2.7.11.30
P30281	2.7.11.22
D0VX18	3.2.1.17
D0VX19	3.2.1.17
Q39761	4.2.3.13
Q9HBH1	3.5.1.88
Q5SID2	2.1.1.74
P32643	2.1.1.145
A9LI60	3.2.1.14
Q842S4	3.5.1.88
Q980Q4	2.4.2.9
C3SLN3	5.6.2.2
Q7LST4	3.1.1.3
Q8ZL86	2.6.1.66
Q8X8S5	2.1.1.37
Q3JF88	2.3.1.39
Q9LCY2	2.1.1.170
Q80Z29	2.4.2.12
P00626	3.1.1.4
P11407	3.1.1.4
P0A825	2.1.2.1
P96724	3.1.21.7
Q03723	2.4.99.18
Q8YIN7	1.1.1.159
Q50EJ2	2.5.1.17
P08179	2.1.2.2
C0LU01	1.14.14.18
O25087	1.14.14.18
D0VX20	5.4.99.11
P50384	2.4.2.18
P0A2E1	2.1.2.1
A8BZ95	2.7.11.22
P58486	4.2.1.113
Q01532	3.4.22.40
Q7T918	2.1.1.57
Q7NGR7	2.1.3.3
Q9Z4I2	3.2.1.39
Q8CZ52	3.2.1.96
A0AW19	1.10.3.2
O29632	6.5.1.1
P0C0Y5	1.1.1.138
Q945K2	4.1.2.10
P03962	4.1.1.23
A6TB43	6.1.1.19
Q5HGD2	2.7.1.30
P40111	2.1.1.148
Q9PII2	2.6.1.9
Q57872	3.5.4.30
Q5JI69	1.1.1.103
O32223	1.1.1.371
Q7MVC7	1.1.1.22
Q969A2	2.7.1.40
Q8Y3G4	1.1.1.95
Q9VGA1	2.5.1.18
D0VX21	3.2.1.52
F6G5W7	1.1.1.169
A0A0H3LXD5	3.5.1.82
A0A0H3M6H9	2.1.2.10
Q5HCK7	3.4.19.3
Q3JQ80	2.6.99.2
P28630	2.7.7.7
P28631	2.7.7.7
Q3JY79	3.3.1.1
P69327	3.2.1.3
Q8RCQ6	5.1.99.1
B7TVP1	7.2.4.5
Q3JVB1	2.7.4.3
Q3JV59	2.4.2.19
P71913	2.7.1.15
P0A2H7	2.3.1.16
Q82MH6	3.1.21.7
Q8DR49	2.7.4.2
Q8ZH69	2.3.1.117
Q15759	2.7.11.24
P37001	2.3.1.251
Q5UQL3	2.7.4.6
Q08AH3	6.2.1.2
Q2G9Z0	5.2.1.8
Q9RT63	3.6.4.12
Q9Y7D0	2.3.1.161
Q5KXG9	1.6.99.1
Q121U0	2.7.13.3
O76458	2.1.3.3
Q5HGN1	3.5.2.3
Q8YFK8	1.3.1.9
P50897	3.1.2.22
A0A0H3LWT6	1.1.1.100
O95931	2.3.2.27
Q8D0S5	5.4.4.2
Q9AGP8	1.5.3.10
Q9KU37	3.2.1.52
Q81C08	1.5.1.2
Q2LQE8	2.7.13.3
Q9ZCQ4	4.2.1.2
P21266	2.5.1.18
P38526	5.2.1.8
Q388T4	2.7.7.9
P0A6U8	2.4.1.21
W3VKA4	3.1.1.3
P31663	6.3.2.1
A0A384KMH6	2.3.1.30
Q3JUV5	3.6.1.1
Q2YLR9	1.1.1.37
Q96HN2	3.3.1.1
Q9HJV5	1.1.1.2
P06132	4.1.1.37
P0ABB8	7.2.2.14
Q65163	1.8.3.2
A0R1H6	2.7.8.7
Q145Q0	4.3.1.18
Q9X5T6	2.1.1.316
B9TU22	3.2.1.17
Q16651	3.1.3.5
P18644	2.1.1.230
Q96I15	4.4.1.16
Q8X737	4.3.2.2
Q9SE93	3.1.1.78
Q46372	1.14.12.18
Q46373	1.14.12.18
Q7CQ56	4.1.3.36
Q8ZI56	4.1.99.12
Q93SU7	3.1.26.4
P44969	3.4.21.72
O85140	2.3.1.39
O66610	6.3.5.7
O66766	6.3.5.7
O67904	6.3.5.7
P17707	4.1.1.50
O15519	3.4.22.61
Q5NIJ9	1.15.1.1
P62944	2.7.1.68
Q83PQ0	1.1.1.17
Q8DWB2	2.7.7.8
Q5HJD7	1.1.1.27
P10147	3.4.24.56
O34153	2.7.1.30
P50578	1.1.1.2
O74536	2.7.11.1
Q962Y6	1.8.1.9
Q58634	3.4.25.1
Q60177	3.4.25.1
P96558	2.4.1.311
Q6ZZJ7	2.4.1.311
B3A043	3.1.4.11
Q5HE64	2.4.2.2
Q58194	1.12.98.2
Q3Y9I6	3.4.22.43
Q8DVY3	3.6.1.23
P62576	3.2.1.18
P20582	2.3.1.262
P9WGI9	2.1.2.1
Q8GWW7	3.5.3.12
Q749I7	2.7.13.3
Q8DJP8	4.2.1.113
O60331	2.7.1.68
P84092	2.7.1.68
Q6LYG0	2.7.4.3
O86436	3.4.11.1
Q7ZAG8	1.8.5.4
Q86VQ6	1.8.1.9
P13319	3.1.26.4
P39639	5.3.3.19
Q383X0	3.3.1.1
A0A0F7R3Y0	5.1.1.1
P01636	7.1.1.9
P08306	7.1.1.9
P18525	7.1.1.9
P98002	7.1.1.9
P42321	1.11.1.6
Q12KP2	2.6.1.16
Q6WSR8	3.2.1.14
Q0P8U5	3.6.1.57
Q42521	4.1.1.15
Q8P4Q6	1.8.4.12
Q53IQ4	3.2.1.8
P16317	3.4.24.40
P27359	3.2.1.17
P00348	1.1.1.35
O00141	2.7.11.1
Q39YP6	2.6.1.9
Q97H22	4.4.1.5
P9WPB5	2.1.1.79
C5MR76	5.4.99.14
Q5FB34	1.3.1.112
Q5SGX1	6.1.1.20
Q5SGX2	6.1.1.20
B0JDW3	1.6.99.1
Q40234	2.7.11.1
Q9XG54	1.3.1.42
Q9FEW9	1.3.1.42
P10997	3.4.24.56
Q6G3V6	5.3.1.6
O44249	1.14.18.1
Q25519	1.14.18.1
Q84FS5	4.2.1.84
Q84FS6	4.2.1.84
Q8ZIV7	6.3.4.4
Q6N8W7	4.2.1.55
Q2QEH4	3.2.2.22
B8CZ52	2.7.1.4
Q5L3T3	6.3.4.19
P46795	1.2.1.12
Q9KUY4	5.3.1.9
Q9X0I3	2.7.4.9
Q97VL0	1.11.1.15
Q31C15	2.2.1.2
Q62838	2.7.10.1
P58192	2.7.7.6
P95989	2.7.7.6
Q97ZJ9	2.7.7.6
Q97ZX7	2.7.7.6
Q980A3	2.7.7.6
Q980B8	2.7.7.6
Q980K0	2.7.7.6
Q980L5	2.7.7.6
Q980Q9	2.7.7.6
Q980R1	2.7.7.6
Q980R2	2.7.7.6
Q980Z8	2.7.7.6
Q9UXD9	2.7.7.6
P49753	3.1.2.2
P20595	4.6.1.2
Q9KAH8	3.5.2.5
P52790	2.7.1.1
Q8ZPU5	6.3.1.5
Q39SB2	1.1.1.169
P08236	3.2.1.31
O30564	3.5.99.6
Q2YB24	2.7.1.90
Q72GY3	3.4.17.19
P40805	4.2.1.17
O58877	2.7.1.50
Q8EMJ9	4.2.1.158
Q7WYF5	1.13.11.2
Q749D0	1.11.1.5
O69414	3.1.21.4
P14633	3.1.21.4
P17989	3.2.1.73
Q584V0	6.1.1.21
Q5SLK3	4.2.1.17
Q91132	3.4.21.47
P44704	2.7.8.8
Q5ALM0	1.2.1.11
P32718	2.7.1.55
O67323	6.1.1.7
P00325	1.1.1.1
Q8Y4A6	2.7.1.39
A0A0H2WY27	3.4.16.4
Q04DI1	5.1.1.1
Q5CYP8	6.1.1.2
P26661	2.7.7.48
O35867	3.1.3.16
P9WHF9	2.8.1.1
I6Y9Q3	2.3.3.1
Q46RB9	1.1.1.169
P61459	4.2.1.96
P00957	6.1.1.7
P49914	6.3.3.2
Q72547	3.1.26.4
Q81JG3	2.7.8.7
Q8ZM82	5.3.3.2
O67931	1.8.5.4
P9WG57	2.1.1.148
P9WNH1	1.11.1.18
Q3HNM6	2.7.11.17
P9WHF7	2.8.1.1
Q580R7	6.1.1.2
Q97FM4	4.2.99.18
Q929W6	3.4.21.53
Q70KP4	3.1.1.53
P0C0V9	3.1.1.53
Q03393	4.2.3.12
Q62884	3.1.3.48
Q5NII8	5.4.2.10
Q8EZA6	2.3.1.129
Q5ZUH0	4.2.1.17
P39462	1.1.1.1
Q63SY3	4.1.3.1
Q58WW0	3.2.1.73
D0VWZ3	3.6.1.1
Q50EL0	2.5.1.34
P95607	1.13.11.1
Q84HC8	2.1.1.303
P67653	3.1.3.45
P32397	1.3.3.4
Q5LM96	5.5.1.1
Q4W2K4	1.17.1.3
P00775	3.4.21.4
C4LZN0	6.1.1.12
Q604L6	1.1.1.169
Q740Y8	3.4.19.11
Q9KV40	1.3.1.98
P39453	2.7.13.3
Q70YQ6	1.5.1.3
Q8ZM23	5.3.1.12
Q9F4L3	4.1.2.38
A8BR89	6.1.1.15
Q9CE95	3.2.1.14
P00813	3.5.4.4
P9WP65	3.1.4.53
Q4WY07	7.3.2.7
Q12390	2.5.1.18
F9UM74	2.7.1.35
O33472	1.13.11.47
Q8KC80	2.7.6.5
A8KRL3	3.5.99.2
Q7MXR4	6.1.1.20
P53043	3.1.3.16
E2RA18	5.2.1.8
P23284	5.2.1.8
P9WQP5	3.1.1.31
Q8KAU2	2.7.13.3
Q8WS25	2.5.1.10
P12369	2.7.11.11
P22513	1.2.1.12
P13667	5.3.4.1
Q6G1R9	2.1.1.31
Q9BMI9	2.4.2.1
Q74MP4	4.6.1.16
Q74MS9	4.6.1.16
O31616	1.4.3.19
Q81WU4	3.4.11.4
Q2RUX7	2.7.1.17
Q81K75	5.3.1.9
Q5LC76	6.1.1.20
P32989	5.6.2.1
Q81N16	2.3.1.79
A1U3W3	2.7.7.65
Q5DZH6	2.3.1.267
Q8ZLQ7	5.1.3.9
Q86N96	5.4.2.1
Q4U1A6	3.5.1.2
Q8TD30	2.6.1.2
O31602	2.7.7.6
P20429	2.7.7.6
A1E9A6	3.2.1.4
Q3JP94	1.3.8.6
B1JQG4	1.1.1.267
Q83DX0	3.4.11.1
Q8ZB47	3.1.3.45
Q6G2G3	1.17.1.8
Q8A861	5.1.1.20
O15217	2.5.1.18
A6T989	2.7.1.15
P43711	2.3.1.180
Q820T1	2.3.1.180
Q6GIA4	2.3.1.180
Q89YQ6	4.2.2.7
Q9DTZ2	4.2.2.3
Q8DR16	2.3.1.39
Q99UN8	2.3.1.39
Q8L5J8	3.4.22.2
Q5FJ46	5.1.3.3
Q63YH5	2.5.1.6
Q8YFC9	6.3.2.1
Q5NGP6	5.1.3.1
P63488	6.3.5.7
P64201	6.3.5.7
P68807	6.3.5.7
P63526	6.2.1.26
Q38BM8	3.4.25.1
Q58576	3.4.25.1
P78067	2.8.1.1
Q9BHM6	1.5.1.11
P0AEC6	2.7.13.3
P94951	1.5.98.1
P09152	1.7.5.1
P11349	1.7.5.1
P11350	1.7.5.1
A5I6N2	4.3.3.7
P56431	1.8.1.9
Q7JXB9	3.6.1.3
Q9V3V9	3.6.1.3
Q8Y7N7	5.1.1.3
P08506	3.4.16.4
P29509	1.8.1.9
P81453	2.3.2.13
Q8DWE5	7.2.4.3
Q8NL91	1.3.1.32
O32445	3.5.1.25
Q6NAE3	6.2.1.3
P9WPP1	1.14.15.29
Q9WZC3	4.1.1.50
Q93YB2	1.2.1.19
Q8VWZ1	1.2.1.19
Q7DNA1	3.2.1.14
P67042	2.1.1.45
Q54801	1.5.1.3
Q7Z4I7	2.7.11.1
Q05115	4.1.1.76
Q58998	5.3.1.6
Q9PER7	1.11.1.15
Q8N488	2.3.2.27
P05674	3.4.21.90
Q6JP77	2.7.11.11
F1RGC0	4.2.99.18
F1RGG1	4.2.99.18
F1RQ91	4.2.99.18
F1RZ28	4.2.99.18
F1S530	4.2.99.18
F1S935	4.2.99.18
F2Z4Y8	4.2.99.18
F2Z522	4.2.99.18
F2Z546	4.2.99.18
F2Z554	4.2.99.18
F2Z567	4.2.99.18
F2Z5F5	4.2.99.18
F2Z5U0	4.2.99.18
I3L5B2	4.2.99.18
I3L7Y1	4.2.99.18
I3LSD3	4.2.99.18
K7GP63	4.2.99.18
Q29214	4.2.99.18
Q6QAS5	4.2.99.18
A0A286ZL65	4.2.99.18
A0A287A9Y6	4.2.99.18
A0A287ASD0	4.2.99.18
A0A287B386	4.2.99.18
A0A287BF06	4.2.99.18
A0A4X1SDD8	4.2.99.18
A0A4X1SH42	4.2.99.18
A0A4X1SJK8	4.2.99.18
A0A4X1SN08	4.2.99.18
A0A4X1TBV3	4.2.99.18
A0A4X1TV07	4.2.99.18
A0A4X1TXJ8	4.2.99.18
A0A4X1W0I3	4.2.99.18
A0A4X1W0N5	4.2.99.18
A0A4X1W6H9	4.2.99.18
A0A4X1W808	4.2.99.18
A1XQU3	4.2.99.18
A1XQU5	4.2.99.18
A1XQU9	4.2.99.18
B6V8C8	4.2.99.18
F1SJJ5	4.2.99.18
F2Z568	4.2.99.18
F2Z5E6	4.2.99.18
F6Q5P0	4.2.99.18
I3LJ87	4.2.99.18
I3LP78	4.2.99.18
P46405	4.2.99.18
P49171	4.2.99.18
P49666	4.2.99.18
P62272	4.2.99.18
P62831	4.2.99.18
P62844	4.2.99.18
P62901	4.2.99.18
P63053	4.2.99.18
P63221	4.2.99.18
P63246	4.2.99.18
P67985	4.2.99.18
P83884	4.2.99.18
Q0Z8U2	4.2.99.18
Q29195	4.2.99.18
Q29201	4.2.99.18
Q29205	4.2.99.18
Q29223	4.2.99.18
Q29361	4.2.99.18
Q2YGT9	4.2.99.18
Q4GWZ2	4.2.99.18
Q6QAP6	4.2.99.18
Q6QAP7	4.2.99.18
Q6QAT0	4.2.99.18
Q6QAT1	4.2.99.18
Q6SA96	4.2.99.18
Q95281	4.2.99.18
Q95342	4.2.99.18
Q91R78	2.7.7.48
Q9Q0V0	2.7.7.48
Q9XYF4	2.3.2.27
A8K7J6	3.1.1.29
A8K9D2	3.1.1.29
E7ESL0	3.1.1.29
Q06796	5.3.3.12
Q7WY64	5.3.3.12
Q9X0M7	2.7.13.3
D0EZK6	2.7.7.48
D3JWE6	2.7.7.48
O13615	5.2.1.8
O14011	5.2.1.8
O14036	5.2.1.8
O14187	5.2.1.8
O42661	5.2.1.8
O43071	5.2.1.8
O59734	5.2.1.8
O59800	5.2.1.8
O74772	5.2.1.8
O74966	5.2.1.8
O94316	5.2.1.8
O94508	5.2.1.8
O94620	5.2.1.8
P39964	5.2.1.8
P78794	5.2.1.8
P87051	5.2.1.8
P87126	5.2.1.8
P87312	5.2.1.8
Q09882	5.2.1.8
Q09909	5.2.1.8
Q10163	5.2.1.8
Q7LL14	5.2.1.8
Q9P7R9	5.2.1.8
Q9USV3	5.2.1.8
Q9USX8	5.2.1.8
Q9USZ3	5.2.1.8
Q9UUC6	5.2.1.8
P60785	3.6.5.n1
Q8T6T7	2.7.3.5
Q581W1	1.5.1.33
Q5SHE1	4.6.1.17
C6KT68	1.18.1.2
A1ADJ6	2.3.1.136
P45881	3.1.1.4
Q5H4N2	3.4.11.1
P68466	3.6.4.13
Q2GKX4	1.15.1.1
B5MGF8	1.1.3.6
P65722	4.2.1.96
Q9UNN8	3.4.21.69
Q3UPW2	4.2.99.18
Q8ZGA4	2.7.7.38
Q9U8G2	3.4.25.1
A4ZVL3	3.5.1.93
Q04830	3.2.1.129
Q9XY07	2.7.3.3
O50174	1.2.1.71
Q9BVM4	4.3.2.8
Q5YEX6	3.2.1.78
O25363	2.7.7.9
Q9WYR8	3.2.1.15
Q8KLT9	1.1.1.1
O59584	6.1.1.2
A0A0H2ZI10	2.7.13.3
Q43207	5.2.1.8
Q88B47	1.6.5.5
Q9X5C9	1.1.1.24
P35123	3.1.2.15
P40719	2.7.13.3
P25526	1.2.1.16
A0R066	2.6.1.42
P06204	3.5.2.3
P9WN45	2.4.1.18
Q8T913	6.3.2.19
Q9NJU9	2.7.11.1
Q81LD0	5.4.3.8
Q8SRE1	5.2.1.8
Q8N9L9	3.1.2.2
A1U3A9	2.7.1.90
Q15SR9	1.2.1.8
O33927	3.4.21.88
Q2GKM8	1.3.1.9
Q3S340	3.2.1.18
P95803	6.3.2.4
P0A7C2	3.4.21.88
P05031	4.1.1.28
P00375	1.5.1.3
P34752	3.1.3.8
A7LAI8	3.1.4.12
Q60352	2.7.4.26
P52732	5.6.1.3
A1CII2	4.1.1.21
Q2YK82	1.1.1.95
O58523	2.5.1.114
P30870	2.7.7.42
O96142	2.6.1.1
O87008	1.5.1.37
P04951	2.7.7.38
P50735	1.4.1.2
P39633	1.4.1.2
Q83BJ0	1.1.1.94
Q53H47	2.1.1.354
Q09128	1.14.15.16
Q9M426	6.3.2.3
P0A009	4.1.2.40
O66939	1.1.1.28
P34697	1.15.1.1
Q6Q1S2	3.4.17.23
Q2GLA4	2.1.2.2
Q9HL27	5.4.2.12
Q8GMG0	5.4.3.6
Q813T7	2.5.1.17
P90191	3.4.21.98
O35215	4.1.1.84
B2Y2M9	3.4.21.98
Q6GYR8	3.4.21.98
P24133	3.2.1.26
Q06827	2.7.11.18
Q9H1R3	2.7.11.18
P01137	2.7.11.30
Q4QCD2	6.1.1.10
O60911	3.4.22.43
Q5SIC2	6.1.1.23
Q9LCX2	6.1.1.23
Q9LCX3	6.1.1.23
Q9LCX4	6.1.1.23
Q6DNE7	4.2.1.59
Q6DNE5	4.2.1.59
Q6DNE3	4.2.1.59
Q6DNE2	4.2.1.59
O62584	2.1.1.45
O35423	2.6.1.51
Q06253	2.7.11.1
Q06259	2.7.11.1
Q58622	1.1.1.34
C6KTA4	2.7.1.40
O60307	2.7.11.1
Q5CPK7	1.1.1.205
Q5YBA4	2.4.2.1
Q27084	3.4.19.12
Q8TED1	1.11.1.9
Q59Z17	4.2.1.10
P21709	2.7.10.1
O34206	2.7.13.3
Q8IIG6	5.4.2.11
Q9RUV2	1.15.1.1
Q45070	3.2.1.136
O62305	2.7.11.17
Q9JI15	2.7.11.17
Q8DNJ7	3.4.11.7
Q9UYV8	3.5.5.1
Q69Z26	3.1.3.48
Q9AL95	1.18.1.1
Q2GLJ4	3.5.4.13
Q8X5Q7	5.3.1.15
O75582	2.7.11.1
O75147	2.7.11.1
O54259	1.13.12.22
Q58134	4.2.99.18
P36088	1.8.4.14
A3MUJ4	5.1.3.2
Q9QCE3	2.7.7.48
Q5NF74	2.2.1.1
E3PY95	5.4.3.5
E3PY96	5.4.3.5
D7PM14	1.13.12.5
A0A0F7RDV5	4.2.1.17
Q8IL11	3.4.11.1
A8BGX6	1.1.1.21
Q2GHH2	6.3.2.6
Q5CSE7	5.3.1.1
B0KAH1	1.6.99.1
P00175	1.1.2.3
Q12109	6.1.1.2
Q6D5T7	5.3.1.5
Q837J7	2.7.1.45
P33186	3.2.2.22
A0A0H2UR54	2.1.1.36
P62834	2.7.11.1
P29322	2.7.10.1
A0A384KAN6	5.4.99.18
Q5E0H6	2.7.1.69
O33407	3.1.1.1
P12758	2.4.2.3
A5PJH9	2.4.2.3
A0A0H3LZE4	5.1.1.1
Q5I7J0	1.10.3.2
Q9XAL8	1.10.3.2
Q8DKB5	4.2.1.1
A7AV51	4.1.2.13
Q8L1Z5	5.3.1.1
Q6GHJ5	2.1.1.31
Q48485	5.4.99.9
Q04804	2.7.13.3
Q62446	5.2.1.8
Q7NWW7	2.7.1.17
A0A1J9VPY4	2.3.1.81
Q8YFP7	2.3.1.41
A0A0H2WYH0	3.4.11.1
Q9V2J8	2.4.1.21
Q8L201	1.2.1.12
Q2GI74	2.4.2.19
C7U112	2.7.4.3
Q6AW43	2.7.3.1
Q8XIQ9	3.6.1.1
Q81YV0	5.4.3.8
A2TEF2	1.14.14.154
Q9NSD9	6.1.1.20
Q9Y285	6.1.1.20
Q12438	1.8.1.7
O06159	2.3.1.12
Q76EQ0	5.1.1.18
A4GRB2	3.5.2.6
